"","sci_name","taxonid","kingdom","phylum","class","order","family","genus","main_common_name","authority","disp_dist_m"
"156","Cynometra bauhiniifolia",151966904,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Cynometra",NA,"Benth.",1000
"157","Dalbergia brownei",62022285,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Dalbergia",NA,"(Jacq.) Urb.",1000
"158","Dalbergia ecastaphyllum",62022448,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Dalbergia",NA,"(L.) Taub.",1000
"159","Dalechampia scandens",158175,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Dalechampia",NA,"L.",1000
"160","Daphnopsis americana",204731801,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE","Daphnopsis",NA,"(Mill.) J.R.Johnst.",300
"161","Delonix regia",32947,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Delonix","Flame Tree","(Hook.) Raf.",1000
"162","Dendropanax arboreus",61985030,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Dendropanax",NA,"(L.) Decne. &amp; Planch.",300
"163","Dendropanax cuneatus",61985058,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Dendropanax",NA,"(DC.) Decne. &amp; Planch.",300
"164","Desmanthus virgatus",170656437,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Desmanthus",NA,"(L.) Willd.",1000
"165","Desmodium cajanifolium",130122632,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Desmodium",NA,"(Kunth) DC.",1000
"166","Dilodendron costaricense",151973322,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Dilodendron",NA,"(Radlk.) A.H.Gentry &amp; Steyerm.",300
"167","Dioclea guianensis",19891780,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Dioclea",NA,"Benth.",1000
"168","Dioclea sericea",19891901,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Dioclea",NA,"Kunth",1000
"169","Dodonaea viscosa",66292425,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Dodonaea","Purple Hop-Bush","Jacq.",300
"170","Duranta erecta",145351548,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","VERBENACEAE","Duranta",NA,"L.",1000
"171","Duranta obtusifolia",189171889,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","VERBENACEAE","Duranta",NA,"Kunth",1000
"172","Duranta triacantha",135731845,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","VERBENACEAE","Duranta",NA,"Juss.",1000
"173","Eclipta prostrata",164051,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Eclipta","False daisy","(L.) L.",1000
"174","Entada polystachya",176095297,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Entada",NA,"(L.) DC.",1000
"175","Enterolobium cyclocarpum",62025161,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Enterolobium",NA,"(Jacq.) Griseb.",1000
"176","Enterolobium schomburgkii",19892027,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Enterolobium",NA,"(Benth.) Benth.",1000
"177","Erythrina berteroana",204910065,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Erythrina","Cosquelite","Urb.",1000
"178","Erythrina edulis",144283929,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Erythrina",NA,"Triana ex Micheli",1000
"179","Erythrina fusca",165431910,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Erythrina",NA,"Lour.",1000
"180","Erythrina poeppigiana",144314476,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Erythrina",NA,"(Walp.) O.F.Cook",1000
"181","Erythrina rubrinervia",129739020,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Erythrina","Palo Sabre","Kunth",1000
"182","Euphorbia cotinifolia",150009321,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Euphorbia",NA,"L.",1000
"183","Euphorbia tithymaloides",135836706,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Euphorbia",NA,"L.",1000
"184","Faramea jasminoides",150004475,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Faramea",NA,"(Kunth) DC.",1000
"185","Faramea multiflora",145687128,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Faramea",NA,"A.Rich.",1000
"186","Fissicalyx fendleri",151944492,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Fissicalyx",NA,"Benth.",1000
"187","Frangula goudotiana",223084626,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","RHAMNACEAE","Frangula",NA,"(Triana &amp; Planch.) Grubov",300
"188","Fuchsia boliviana",103127813,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","ONAGRACEAE","Fuchsia",NA,"Carrière",1000
"189","Garcia nutans",38410,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Garcia",NA,"Vahl ex Rohr",1000
"190","Genipa americana",61958206,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Genipa","Jenipapo","L.",1000
"191","Geoffroea spinosa",145691961,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Geoffroea",NA,"Jacq.",1000
"192","Gliricidia sepium",136055124,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Gliricidia",NA,"(Jacq.) Steud.",1000
"193","Gossypium barbadense",71774244,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Gossypium",NA,"L.",1000
"194","Gossypium hirsutum",71774532,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Gossypium","Cotton","L.",1000
"195","Guazuma ulmifolia",61785778,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Guazuma",NA,"Lam.",1000
"196","Hamelia patens",136789578,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Hamelia",NA,"Jacq.",1000
"197","Hampea thespesioides",38878,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Hampea",NA,"Triana &amp; Planch.",1000
"198","Hasseltia floribunda",149933564,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Hasseltia",NA,"Kunth",3000
"199","Helicteres baruensis",131054250,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Helicteres",NA,"Jacq.",1000
"200","Heliocarpus americanus",61785788,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Heliocarpus","White Moho","L.",1000
"201","Herrania albiflora",205726486,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Herrania","Cacao de Monte","Goudot",1000
"202","Himatanthus articulatus",145696852,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Himatanthus",NA,"(Vahl) Woodson",300
"203","Homalium racemosum",150102919,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Homalium",NA,"Jacq.",3000
"204","Hura crepitans",62003544,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Hura","Sandbox Tree","L.",1000
"205","Hydrocotyle umbellata",64314702,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Hydrocotyle",NA,"L.",300
"206","Hymenaea courbaril",19891869,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Hymenaea",NA,"L.",1000
"207","Inga acuminata",142673434,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Jama","Benth.",1000
"208","Inga alba",62026232,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Guabo colorado","(Sw.) Willd.",1000
"209","Inga ciliata",142673871,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"C.Presl.",1000
"210","Inga cinnamomea",137640585,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Spruce ex Benth.",1000
"211","Inga coruscans",137640593,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Humb. &amp; Bonpl. ex Willd.",1000
"212","Inga densiflora",19892089,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Benth.",1000
"213","Inga edulis",137640618,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Guama","Mart.",1000
"214","Inga fastuosa",135867902,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"(Jacq.) Willd.",1000
"215","Inga gracilifolia",142674258,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Gracefulleaf Inga","Ducke",1000
"216","Inga hayesii",30605,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Guamo churimo","Benth.",1000
"217","Inga heterophylla",137640637,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Pacae","Willd.",1000
"218","Inga ingoides",142674422,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Spanish Ash","(Rich.) Willd.",1000
"219","Inga laurina",136789974,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"(Sw.) Willd.",1000
"220","Inga marginata",19892587,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Willd.",1000
"221","Inga nobilis",137640787,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Pacaecillo del Canto del Rio","Willd.",1000
"222","Inga oerstediana",136790240,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Benth.",1000
"223","Inga punctata",19892091,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Willd.",1000
"224","Inga rubiginosa",142674531,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Guamo Terciopelo","(Rich.) DC.",1000
"225","Inga sapindoides",19891972,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Willd.",1000
"226","Inga sertulifera",142674555,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Bois pagode","DC.",1000
"227","Inga spectabilis",129739032,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga","Guaba Machetona","(Vahl) Willd.",1000
"228","Inga vera",136794047,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Inga",NA,"Willd.",1000
"229","Ipomoea alba",126421388,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","CONVOLVULACEAE","Ipomoea","Moonflower","L.",300
"230","Ipomoea batatas",71775024,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","CONVOLVULACEAE","Ipomoea","Sweet Potato","(L.) Lam.",300
"231","Ipomoea tiliacea",20682086,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","CONVOLVULACEAE","Ipomoea",NA,"(Willd.) Choisy",300
"232","Ipomoea trifida",20692355,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","CONVOLVULACEAE","Ipomoea","Torrey's Tievine","(Kunth) G.Don",300
"233","Isertia laevis",145709560,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Isertia",NA,"(Triana) B.M.Boom",1000
"234","Jatropha curcas",60649230,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Jatropha",NA,"L.",1000
"235","Jatropha gossypiifolia",18435590,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Jatropha",NA,"L.",1000
"236","Lacmellea edulis",151948913,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Lacmellea",NA,"H.Karst.",300
"237","Lacmellea panamensis",176102112,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Lacmellea",NA,"(Woodson) Markgr.",300
"238","Ladenbergia oblongifolia",145704519,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Ladenbergia",NA,"(Humb. ex Mutis) L.Andersson",1000
"239","Lafoensia acuminata",145702030,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","LYTHRACEAE","Lafoensia",NA,"(Ruiz &amp; Pav.) DC.",1000
"240","Lafoensia punicifolia",150012848,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","LYTHRACEAE","Lafoensia",NA,"DC.",1000
"241","Leucaena trichodes",62026291,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Leucaena",NA,"(Jacq.) Benth.",1000
"242","Lippia americana",151946121,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","VERBENACEAE","Lippia",NA,"L.",1000
"243","Llagunoa nitida",194013740,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Llagunoa",NA,"Ruiz &amp; Pav.",300
"244","Lonchocarpus atropurpureus",144300950,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Lonchocarpus",NA,"Benth.",1000
"245","Lonchocarpus macrophyllus",145704239,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Lonchocarpus",NA,"Kunth",1000
"246","Ludwigia hyssopifolia",177204,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","ONAGRACEAE","Ludwigia","Seed Box","(G.Don) Exell",1000
"247","Ludwigia leptocarpa",120214361,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","ONAGRACEAE","Ludwigia",NA,"(Nutt.) H.Hara",1000
"248","Ludwigia nervosa",151951509,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","ONAGRACEAE","Ludwigia",NA,"(Poir.) H.Hara",1000
"249","Ludwigia octovalvis",169056,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","ONAGRACEAE","Ludwigia",NA,"(Jacq.) P.H.Raven",1000
"250","Luehea seemannii",151972680,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Luehea",NA,"Triana &amp; Planch.",1000
"251","Luehea speciosa",144302578,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Luehea",NA,"Willd.",1000
"252","Lunania parviflora",151217306,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Lunania",NA,"Spruce ex Benth.",3000
"253","Mabea montana",149999117,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Mabea",NA,"Müll.Arg.",1000
"254","Mabea trianae",205243708,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Mabea",NA,"Pax",1000
"255","Machaerium arboreum",145678440,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"(Jacq.) Vogel",1000
"256","Machaerium biovulatum",146787886,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"Micheli",1000
"257","Machaerium capote",151977507,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"Triana ex Dugand",1000
"258","Machaerium inundatum",170273021,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"(Mart. ex Benth.) Ducke",1000
"259","Machaerium kegelii",146775196,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"Meisn.",1000
"260","Machaerium macrophyllum",170273128,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Machaerium",NA,"Benth.",1000
"261","Machaonia acuminata",146787773,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Machaonia",NA,"Bonpl.",1000
"262","Macrocnemum roseum",145697702,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Macrocnemum",NA,"(Ruiz &amp; Pav.) Wedd.",1000
"263","Malvaviscus arboreus",136790582,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Malvaviscus",NA,"Cav.",1000
"264","Manihot brachyloba",20746835,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Manihot",NA,"Müll.Arg.",1000
"265","Manihot tristis",20755805,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Manihot",NA,"Müll.Arg.",1000
"266","Matayba camptoneura",145657622,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Matayba",NA,"Radlk.",300
"267","Matayba scrobiculata",176101755,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Matayba",NA,"Radlk.",300
"268","Matisia cordata",145685660,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Matisia",NA,"Bonpl.",1000
"269","Melicoccus bijugatus",179306554,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Melicoccus",NA,"Jacq.",300
"270","Melicoccus oliviformis",210254449,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Melicoccus",NA,"Kunth",300
"271","Melochia pyramidata",131179230,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Melochia",NA,"L.",1000
"272","Mimosa colombiana",129134131,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Mimosa",NA,"Britton &amp; Killip",1000
"273","Mimosa pigra",49486238,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Mimosa",NA,"L.",1000
